Date,Title,Body
2016-10-20T19:00:09Z,UK policy to deport refugees for 'extremist behaviour' criticised,"UK immigration laws permitting refugees to be deported if they exhibit “extremist behaviour” may breach a United Nations convention, the organisation’s general assembly is to be told. In a speech condemning states for exploiting security fears to frustrate their international legal obligation to provide safe havens, the UN official responsible for reporting on counter-terrorism, Ben Emmerson QC, will criticise the UK’s record. Emmerson, who recently left his post as counsel to the independent inquiry into child sexual abuse, has been the UN’s special rapporteur on “protecting human rights while countering terrorism” since 2011. “The link between displacement of people from their homes and risks to national security in the countries in which they seek refuge has been irresponsibly and misleadingly overblown in many states, with the refugee crisis being used to stoke public fears of terrorism,” he is due to tell the UN session on Friday. “There is almost no evidence that terrorist groups take advantage of refugee flows to carry out acts of terrorism, or that refugees are somehow more prone to radicalisation than others. These claims are analytically and statistically unfounded.” Following the Islamic State-inspired attacks on Paris last autumn there were widespread reports that some of the gunmen had infiltrated refugee groups travelling through Greek islands. Those reports have since been thrown into doubt amid uncertainty over the black market trade in fake passports. Referring to legislative measures designed to single out suspected radicals from the refugee population, Emmerson says: “The United Kingdom, as just one example here, has enacted legislation allowing for the review and revocation of refugee status if a person is thought to have exhibited extremist behaviour, or if their dependents have acted in a manner inconsistent with British values. “Legislation of this kind, with the vagaries that are necessarily entailed in such generalised definitions, runs a risk of falling short of the requirements of the 1951 refugee convention.” His reference is to a Home Office report, Asylum Policy Instruction: Revocation of Refugee Status, published earlier this year. It states: “Extremist behaviour: where there is any evidence that a refugee or their dependents have engaged in unacceptable behaviours (whether in the UK or abroad) considered not conducive to the public good or has acted in a way which undermines British values, their status must be reviewed [and referred to the special cases unit ].” It also notes that: “Although there is no requirement to formally respond to representations from [the UN high commissioner for refugees] caseworkers must take their comments into account as part of the decision on whether to proceed with revocation and provide UNHCR with a copy of the final decision.” Elsewhere in his speech, Emmerson says: “Almost without exception, refugees and migrants do not pose a risk – they are in fact at risk, fleeing regions where terrorist groups are most active. It is beyond question that terrorist activity, in the form of asymmetrical armed conflict, is a significant driver for internal displacement and the flight of refugees. “Many states have introduced stricter border controls, built fences and walls to keep migrants and refugees out, engaged in push-back operations, criminalised irregular migration and abandoned pledges to accept refugees. “Among the measures that pose serious human rights concerns are ethnic or religious profiling, the disproportionate collection of often inaccurate biometric and other data, forced fingerprinting and, perhaps most seriously, the criminalisation of irregular migration.” Emmerson also raises concerns about the EU/Turkey agreement, which “provides for the blanket return of all migrants crossing from Turkey into Greece”. He said he was concerned about the “absence of individualised consideration and the risk of detention or ill treatment in Turkey”. Emmerson’s report on the impact of counter-terrorism measures on the human rights of migrants and refugees, which details his criticisms, is on the UN’s website."
2016-12-29T18:26:45Z,Britain’s responsibility for refugee children | Letters,"As Lord Dubs has himself reflected (A hostile Europe may turn its back on child refugees, says Labour peer, 29 December), he was just one of a handful of children who were able to gain access to the UK in the late 1930s. In common with, for example, the Oxford geochronologist Professor Stephen Moorbath and actor Andrew Sachs, both of whom have died in recent months, Alf Dubs has contributed hugely to the life and welfare of the UK and all those who made their way here in flight from murder by the Third Reich went on to establish personal, family and professional lives and, as a scientific colleague said at Stephen Moorbath’s funeral, have repaid their refuge in the UK many times over. Can it really be the case that 85,000 unaccompanied, traumatised and distressed children are going to be kicked from pillar to post, spurned, left to drift, vulnerable to sexual exploitation, childhoods for ever lost? The UK government has made a pathetic token gesture and allowed in a tiny number. Now the gates are bolted shut and gatekeeper May is devoid of compassion. Bruce Ross-Smith Oxford • Joan Smith (We are failing to help a generation of traumatised children, 28 December) will be heartened to know that the welfare of traumatised refugee children is being addressed by a new charity in Sharjah in the United Arab Emirates. The Kalimat Foundation, which takes its name from the Arabic for “words”, takes books into refugee camps and supports trained staff who use stories to help children understand what has happened to them. The charity, which was established earlier this year by Sheikha Bodour Al Qasimi, whose father is the ruler of Sharjah, believes stories can unlock feelings and aid the journey to recovery. Roger Tagholm London • Join the debate – email guardian.letters@theguardian.com • Read more Guardian letters – click here to visit gu.com/letters"
2016-11-03T00:01:33Z,"EU policy leading to abuse of migrants in Italy, claims Amnesty","European migration policies have led to the alleged torture, abuse and illegal deportation of asylum seekers arriving by boat to Italy, according to dozens of migrant testimonies published for the first time. Forty Sudanese migrants were also illegally deported to Sudan without recourse to proper asylum procedures, and at least one of them – a refugee from Darfur – was beaten by officials on his return, interviewees said. The alleged abuse is the natural outcome of the EU’s new migration strategy, according to Amnesty International, which conducted the research. The implementation of the EU ‘hotspot’ system, which forces all migrants to be fingerprinted on arrival in Italy, and the failure of the EU’s relocation scheme, which has meant more refugees are housed in Italy and Greece than most EU members, has stretched Italian resources and created a dynamic that encourages abuse, Amnesty said. One Sudanese victim told the Guardian: “I saw someone tortured with electricity – I saw it with my own eyes.” The 23-year-old, who also provided testimony to Amnesty, added: “He refused to give [the police his] fingerprints, and that’s why they did it. They used Tasers.” The Italian interior ministry did not respond to the Guardian’s request for comment. Italian officials and politicians have previously warned that the country lacks the resources to care properly for so many asylum seekers, and needs more support from its European neighbours. Since 2015, European leaders have forced Italy to register all arrivals from Libya, effectively making Italy responsible for their care, without welcoming any themselves. Just 1,200 refugees have been formally relocated from Italy to other European countries out of the 40,000 whom EU members initially promised to absorb. The Italian prime minister, Matteo Renzi, threatened last week to veto the disbursement of EU funds to countries that failed to welcome refugees from Italy. “Italy cannot take another year like the one we’ve just had,” Renzi said. Amnesty’s lead researcher on the project, Matteo De Bellis, said: “The hotspot approach, designed in Brussels and executed in Italy, has increased, not decreased, the pressure on frontline states. It is resulting in appalling violations of the rights of desperately vulnerable people for which the Italian authorities bear a direct responsibility and Europe’s leaders a political one.” The vast majority of incoming migrants appear to have been treated in a humane manner by Italian police. The Italian navy and coastguard also play an instrumental role in the rescue of hundreds of thousands of stricken asylum seekers in the southern Mediterranean. But the testimonies released on Thursday reveal that several officials, under pressure to fingerprint uncooperative asylum seekers, and to stem migration numbers, have abused people and returned them to dangerous situations without allowing them to apply for asylum. One 27-year-old victim alleged that policemen in Sicily beat and Tasered him before using a pair of three-pronged pliers on his naked testicles. “I was on a chair made of aluminium, with an opening on the seat,” he told Amnesty, in testimony also confirmed by a second victim. “They held [my] shoulders and legs, took my testicles with the pliers, and pulled twice. I can’t say how painful it was.” A 16-year-old from Darfur told Amnesty that he was electrocuted after he tried to resist being fingerprinted. “They gave me electricity with a stick, many times on the left leg, then on right leg, chest and belly,” he was quoted as saying. “I was too weak, I couldn’t resist and at that point they took both my hands and put them on the machine.” A Darfurian man deported to Sudan in August told the Guardian he was expelled despite telling policemen that he wished to apply for asylum. “I told them I wanted political asylum in Italy,” he said by telephone. “But I’m not sure the translator translated this.” The dangers of his illegal deportation became apparent on his arrival in Sudan. At least one returnee was beaten by Sudanese security officials during his interrogation, the man said. “He was dragged on the floor, and hit with a chair. We were in the same room, and he was next to me. I don’t [know] why they did it.” The Sudanese president, Omar al-Bashir, has been charged by the international criminal court with three counts of genocide in Darfur. The Guardian has asked the Sudanese government for comment. Additional reporting: Eiad Abdullatif"
2016-03-11T18:19:55Z,Greece rules out using force against migrants and refugees,"The Greek government has announced it will have reception centres with a capacity to host 50,000 people ready next week as figures showed the number of refugees and migrants in the country has passed 42,000. The country’s leftist-led coalition, racing against the clock to deal with the massive influx, ruled out using force to relocate more than 12,000 men, women and children stranded in increasingly wretched conditions on the Greek-Macedonian border. Instead, it said it hoped the people who are trapped in a waterlogged camp where sanitation facilities have deteriorated and illness has become rife would understand that Europe’s Balkan corridor had been closed and choose to settle in organised shelters. “We have to persuade them [to move] and we can’t do that using teargas,” said the deputy public order minister, Nikos Toskas. “Half the people there are women and children.” Authorities handed out fliers urging refugees to leave the sprawling tent city that has sprung up around Idomeni because there “is no hope” they can continue their journey north into Europe following the decision of Macedonia and other Balkan states to seal the route. Earlier this week, more than 14,000 people – including a baby boy born in a mud-clad tent to a Syrian refugee on Sunday – were caught in limbo as a result of the border closures. With debt-stricken Greece being tested to its limits by the crisis, the European Union pledged to expedite the delivery of humanitarian aid to the country. Seen as the easiest gateway into the 28-member bloc, Greece has been on the frontline of the emergency since hundreds of thousands of people began seeking refuge on the continent after fleeing conflict and poverty in Syria and elsewhere. “We have a moral duty as Europeans to offer this help to refugees,” the EU’s leading humanitarian aid policy maker, Christos Stylianides, told reporters after holding talks in Athens with prime minister Alexis Tsipras. “I want to be clear: Greece is not alone in these difficult times.” Disaster relief of the sort normally distributed to developing nations has been earmarked for the myriad NGOs working out of the country under a €700m (£540m) EU aid programme announced last week. The package is due to be given the green light on Tuesday before being sent to the European parliament for further endorsement. “The humanitarian crisis that we currently have in Idomeni is not a Greek matter, it is a European matter and we should all face it together,” Tsipras said after the meeting. He said the overstretched state apparatus, which is preparing holding facilities for 10,000 people every week, should receive financial support. Despite the contours of an agreement being reached with Turkey at an emergency EU summit to stem the flows on Monday, increasing numbers of migrants and refugees are continuing to make the often perilous journey to Greece’s Aegean isles. By Friday, 42,253 were inside the country, according to Athens, including 864 who landed on Greek shores on Thursday and about 1,600 who reached the Aegean island of Chios on Wednesday. Announcing that the time had come to focus on the smuggling rings behind the illicit flows, the deputy defence minister Dimitris Vitsa, who is coordinating the Greek government’s response to the crisis, told Star TV: “We have to turn our eyes to traffickers [in Turkey] … because it is they who are selling false hope to people.”"
2016-12-15T12:47:48Z,EU claims of success in curbing Niger migrants greeted with scepticism,"The EU has hailed a plunge in the number of migrants crossing Niger to reach Europe as a success for its anti-trafficking strategy, even as MEPs complained that the bloc’s figures did not add up. The volume of migrants making the perilous journey across Niger’s desert fell from 70,000 in May to 1,500 in November, according to an EU statement released on Wednesday. The EU’s foreign policy chief, Federica Mogherini, said the bloc’s funding of anti-migration measures in Africa was creating “positive results and important building blocks for new cooperation”. The Finnish prime minister, Juha Sipila, has called for the scheme to be extended to Iraq, Afghanistan and Somalia. At an EU summit on Thursday, an announcement of thousands more “voluntary assisted returns” to Libya is expected. But doubts about the probity of the figures for Niger cast a shadow over Wednesday’s announcement. The declared drop in migrants crossing Niger is based on an assessment of just two monitoring points, and data that “does not reflect overall entries or exits to and from Niger”. That assessment – by the International Organisation for Migration – also suggests that migrants are avoiding key towns and transit points in Niger “for fear of repression”, casting further doubt on what EU officials had described as “a success story” for EU policy. The Green MEP Judith Sargentini branded the European commission’s claim to have reduced migrant numbers in Niger as being “at least questionable, if not harmful for migrants”. She said: “EU support for Niger’s border guards has made people smuggling even more profitable, as the prices of people smuggling rise due to increased border guards. Meanwhile, proposals for legal pathways for refugees and economic migrants are nowhere to be seen. In all aspects, this is a failing approach.” Many migrants are thought to have travelled north through Niger to Libya, from where human smugglers ferry them to Italy on ramshackle boats. Sargentini, a member of the European parliament’s development committee, pointed out that more people had died in the Mediterranean Sea this year than in 2015, and said that the EU’s pride at trends in Niger was misplaced. “If the EU really did reduce the number of people transiting through that country, where are those people now, and what state are they in?” she asked. Senior EU officials insist it is too early to conclude that traffickers have diverted their routes via neighbouring Mali to avoid detection by EU-trained border guards. But one said that the bloc was “starting to see circumstantial evidence” of this. By early next year, the EU wants to sign agreements linking aid to migration restrictions with five African countries – Niger, Nigeria, Mali, Senegal and Ethiopia. EU officials will then be deployed in these countries to help with measures such as the biometric registration of migrants passing through. In a progress report for Senegal, EU sources say “a lot of work has to be done on the root causes of migration”, although they are hopeful of progress in Nigeria, where the readmission of deported EU migrants began in October. In total, 4,430 people have been repatriated from Europe under the migration pacts so far, and a further 2,700 people have been returned to priority countries. However, Raphael Shilhav, Oxfam’s EU migration adviser, said the policy had been short-sighted in its depiction of migration as a negative phenomenon. “Migration is an important tool for development in western Africa and a vital coping mechanism for displaced peoples,” he said. “In the Lake Chad basin, we have millions of people displaced – including across borders – and an EU intervention to close down borders is problematic. These people need humanitarian assistance.” Many NGOs and MEPs complain that existing development aid pledges are being diverted towards projects aimed at stemming migration. There are no reliable figures for how much of the contribution that EU countries make to a €2.5bn Africa Trust fund linked to migration curbs comes from existing development aid budgets. “You can’t say that it is new [money],” said one EU official. “It may be additional funding that is being mobilised for this purpose.”"
2016-09-21T17:01:13Z,Where Theresa May’s stance on refugees takes us | Letters,"Theresa May posturing to the UN on uncontrolled migration (May refuses to take more Syrian refugees, 20 September) was a little bit like a serial adulterer giving a lecture on the merits of fidelity in marriage. I’m surprised she didn’t get bottled off stage. First, Mrs May failed to reach UK targets on immigration during her time as home secretary. So, a case of the pot calling the kettle black. Second, the refugee crisis that she refers to is largely a consequence of UK foreign policy. In 2007, the UN estimated that the Iraq war caused 2 million people to flee the conflict. This year,the UN estimated that 4.8 million had fled Syria. More than that fled Afghanistan during the UK’s period of intervention. Surprisingly, dropping bombs upon people causes them to run away. Perhaps Mrs May should dwell upon that fact, rather than lecturing the UN about the differences between refugees and economic migrants. Paul Dodenhoff Leyland, Lancashire • The “polite and gentle” boy killed attempting to climb on to a lorry last Friday (Report, 20 September) could have been the child I met while volunteering in the Calais migrant camp last month. I was teaching English, as part of Care4Calais’s outreach scheme. He was small for his age and his eyes were red with tiredness and tear gas. He explained that each night he climbed trees in order to jump down on to the lorries. He would cut the tarpaulin in a vain attempt to evade the heat sensors and sniffer dogs. Each night he would be returned to the camp, often after a beating from the police. Walls and fences will not keep desperate people out (including unaccompanied children); surely we have a moral responsibility to at the very least let the children in. There must be no more deaths. Simon Shaw Vice president, Redbridge Teachers’ Association • Patrick Kingsley (Opinion, 20 September) knows more than most what Theresa May’s asylum/refugee policies are all about: keep them out. This guided her through her Home Office days. She could reflect on what is happening in Canada, where Justin Trudeau’s government has settled 30,000 Syrians, mostly families, mostly welcomed and sponsored by Canadian families. In the UK many people have offered to do the same, but Mrs May won’t allow this to happen, even when people have offered full housing and financial support. Doesn’t matter what is happening in Syria or elsewhere – “keep them out and leave it to others” is the voice inside Mrs May’s head, a voice not susceptible to humanitarian considerations. Bruce Ross-Smith Oxford • The real challenge facing world leaders attending President Obama’s summit on refugees (Report, 19 September) is tackling the root causes of migration, not just the effects. By ignoring the state-sponsored violence in countries such as Sudan (the source of the third-largest group arriving in the UK) our leaders seek a sticking plaster rather than a cure. Even more concerning is the UK’s involvement in the so-called Khartoum process, whereby Europe aims to prevent Sudan’s refugees from reaching Libya and the Mediterranean. If we turn a blind eye to Sudan’s record of ethnically cleansing its non-Arab and non-Muslim citizens, refugees will continue to seek sanctuary – and are allowed to do so under international law. Were Sudan’s government to be persuaded to stop bombing and oppressing its own civilians, they would be more likely to stay there. By too often appeasing Sudan’s leaders, we have guaranteed that thousands of Sudanese will continue to seek refuge with their former colonial rulers. Olivia Warham Director, Waging Peace"
2016-11-28T12:27:22Z,2016 sets new record for asylum seekers reaching Italy by boat,"More asylum seekers have now reached Italy by boat in 2016 than in any previous year on record. Nearly 171,000 people have arrived in Italy from north Africa since the start of the year, according to statistics compiled by the UN refugee agency and the Italian government. As of Monday, the total had surpassed the previous record of 170,000, set in 2014. Migration flows in the eastern Mediterranean between Turkey and Greece have been drastically reduced after improvements in Turkish policing, increased threats of deportation from Greece, and the closure of a humanitarian corridor between Greece and Germany. But Europe’s deterrent strategy has failed to cut migration in the central Mediterranean between Libya and Italy, with the Italian route once again becoming the main migrant gateway into Europe. European navies, including Britain’s, have focused on a military-style response, sending frigates to arrest smugglers in international waters. Libyan smugglers have responded by sending passengers on board inflatable dinghies that are piloted by migrants themselves, reducing smugglers’ exposure to arrest and allowing their business to continue as normal. The Libyan civil war has weakened the country’s law enforcement agencies, some of whom are complicit in the smuggling, leaving European governments without viable Libyan partners in their fight against migration. The chaos there also gives migrants more incentive to leave for Europe; in previous years they could more easily find work and stability in Libya. Pressure on transit countries in the Sahara desert, through which many African migrants pass before reaching Libya, has had no effect. Flows through Niger, the country to Libya’s south, increased in 2016, despite Niger introducing new anti-smuggling laws at the request of the EU. Displacement in north-east Nigeria, where 1.4 million people have been forced to flee Boko Haram, may contribute to sustained levels of migration towards Europe in the future. The numbers coming to Europe are nevertheless insignificant compared with flows within Africa itself. Just 3.3% of the world’s displaced Africans have reached Europe. More than 93% remain within their home continent. The majority of migrants bound for Italy are fleeing poverty, wars and dictatorships in Nigeria, Eritrea, Sudan and the Gambia. Syrians no longer use the Libyan route. The breakdown of law and order has significantly worsened living conditions for foreign workers in Libya since 2011. Many report conditions tantamount to slave labour, while hundreds have been kidnapped for ransom, and sometimes tortured. A recent survey of new arrivals in Italy by the International Organisation for Migration found that 70% of respondents had been exploited to some degree during their journey to Europe. Other recent IOM research shows that the majority had not intended to travel to Europe when leaving home, but had been forced to change their destinations due to extenuating circumstances such as the Libyan civil war."
2016-12-09T12:21:28Z,Please help us help #childrefugees survive the winter - Guardian/Observer 2016 Appeal,"The plight of child refugees is at the heart of this year’s Guardian and Observer charity appeal. We supported refugees last year and we are proud to return to this theme again. It remains the great humanitarian crisis of our times. The political mood has hardened around immigration, and in a volatile world the tragedy of forced migration can seem less visible. Yet the reality is inescapable: in Europe, thousands of children are stuck in squalid camps or sleeping rough, caught up in political turmoil beyond their control and exposed to multiple dangers. This year, record numbers of children have drowned in the Mediterranean; others have been placed in detention for travelling without documents. Official figures indicate more than 90,000 children have travelled alone, fleeing war and destitution across Europe. Charities believe the real figure is higher, because so many have slipped beneath the radar. The Guardian and Observer have consistently reported the dire conditions faced by many children: the rat-infested camps, the unheated squats and the muddy ditches that they are forced to call home. We’ve published interviews with children of primary school age, travelling without parents, worried about how to feed themselves and how to get to safety. Child refugees running from war and violent unrest in Syria, Afghanistan, Iraq and Sudan have told us Europe can seem an unwelcoming place. Many are shocked to find themselves living in camps that may be safe from bombs, but where conditions are far worse than what they were used to at home. Most despair at being stuck in limbo, unable to continue their education, wasting their lives. They risk disease, trafficking, sexual exploitation and abuse. Let’s be clear: without help, some will not survive the winter. The UK government’s response has been muted. It has resisted efforts to allow child refugees to be reunited with families in the UK, and delayed attempts to give shelter to the most vulnerable children travelling alone. The major aid agencies are clear that the UK has not accepted its fair share. The issue provokes both weariness and hostility from many in Britain; some find it convenient to conflate asylum seekers with economic migrants, and adopt a less than welcoming approach. Child refugees have been criticised for not looking sufficiently young. Our view has not changed from last year. The political solutions to the refugee crisis may be complex, but that does not mean we should abandon our humanity. We should not close our hearts, retreat behind walls, real or imagined, or ignore the pressing moral imperative to provide assistance and sanctuary for some of the world’s most desperate people. Guardian and Observer readers last year demonstrated extraordinary solidarity with refugees. Through our 2015 appeal you showed in your thousands that a more compassionate voice exists amid the rancour. You signalled a wish for a more tolerant, empathetic, kinder society. Above all, you showed amazing generosity: last year’s appeal raised an astonishing £2.6m for refugee charities. This year we are asking readers to donate to three fantastic charities that offer practical and effective help and support to child refugees, whether they are travelling alone or with families, or have already arrived in the UK. All combine a passionate entrepreneurialism with a dynamic commitment to social justice. Help Refugees brings a refreshing vitality and energy to the provision of emergency humanitarian aid. Set up just 16 months ago by a group of friends wondering what they could do to help refugees, it has grown to become one of Europe’s largest distributors of food, clothes, shelter and medicine to refugees, supporting over 50 projects across the continent. Safe Passage is another new project, created by the Citizens UK charity last year to help provide legal support to hundreds of unaccompanied refugee children, so that they can apply for asylum in the UK – many of them to be reunited with family members resident here – rather than risking their lives smuggling themselves in on lorries. Once refugee children are in the UK, adapting to their new surroundings can be a lonely and demoralising experience. A series of projects run by The Children’s Society provide a range of services from legal advice to help youngsters access education and housing, to language lessons, social activities and mentoring. The aim is to help youngsters overcome the trauma of migration, and to support them to rebuild their lives. Guardian and Observer journalists will over the next few weeks highlight the vital work of our three charities through words, pictures, and film, both online and in our newspapers. We have been inspired by them and their work, and we hope you will be too. Help us once again to show solidarity with refugees. Please give generously. • Support the three chosen charities by donating here"
2016-10-23T05:00:36Z,Why is it vulgar to speak up for migrants?,"In London an exhibition has just opened at the Barbican called The Vulgar. It is a fashion exhibition, with clothes that are often funny, but spotlit on mannequins so nobody laughs. There’s a Hussein Chalayan dress covered in false nails, a Courrèges minidress and 18th-century gowns the width of a studio flat. There are gold things. There are fans, which became vulgar when they were mass-produced. There are neo-classical dresses, vulgar because they are copies. Accompanying the fashions are definitions of the word by psychoanalyst Adam Phillips, which inspire the titles of each room: “Showing Off,” “Puritan,” “Extreme Bodies,” “Too Popular,” and “Common”. I sat with a cup of tea afterwards with one eye on Twitter. Lily Allen had been to the Jungle camp in Calais with the BBC and met a 13-year-old boy from Afghanistan. She broke down as she explained to him: “At three different intervals… the English in particular have put you in danger… We’ve bombed your country, put you in the hands of the Taliban and now put you in danger of risking your life to get into our country. I apologise on behalf of my country. I’m sorry for what we have put you through.” On Twitter she was dismissed as “pampered, coiffured and irrelevant”, urged to “speak for herself, not the nation – she represents nobody”, and received multiple warnings of rape, both for her and her daughters. The Sun said hers were “crocodile tears”, writing: “Before Lily starts ‘apologising’ for Brit troops taking on the Taliban, perhaps she should say sorry for her own mistakes. Two years ago her appalling single ‘URL Badman’ tanked at No 93. Earlier this year the attention-seeking mum passed out after a bender at the Notting Hill Carnival.” Jan Moir dedicated her Daily Mail column to Allen: “Just another indulged idiot who fondly imagines herself to be a daring and provocative political voice… Darling Lily got a fabulous manicure, put on an ever-so-serious, no-make-up face and took a camera crew with her to visit the Jungle. (There ain’t much in the way of practical work a gal can do with those nails, but never mind.) It looked quite good when Lily was filmed ladling out the soup for five minutes,” she said, adding: “The 31-year-old mother of two started crying, which must have been very confusing for the little boy, not to mention scary – but at least she didn’t sing.” As I read the criticism, one of Phillips’s definitions flashed to mind. Vulgar: “Impossible ambition: the arrivistes, the nouveau riche, the immigrants, the upwardly mobile.” People trying to be something they are not. People, like Allen, who should know their place. People trespassing on politics, on grown-up issues. She’s not even a good mother so why should we take her seriously? She doesn’t even have the right NAILS. How dare Lily Allen have an opinion about immigration? That is not what Lily Allen is for. Once the concept of vulgarity is in your head it’s hard to shake it out – you recognise it in debates about Brexit, anti-semitism, homophobia. You start questioning why people like Jan Moir and the furious Tweeters find Allen’s visit to Calais so threatening. Like a pensioner wearing a Topshop catsuit, Allen is parading her inappropriate views and emotions in full view of a crowd. She is getting above her station and needs to be knocked back. It’s not simply about her celebrity – I can’t remember a single furious column when Jude Law visited Calais, or Benedict Cumberbatch spoke of the “utter disgrace of the British government” for not doing enough. But their visits weren’t “vulgar” – there is nothing that disorients us about well-educated men speaking passionately. That’s how the world is meant to sound, regardless of what they’re saying. In the shadow of the exhibition, the whole episode made me feel sorry for those rising up to chastise Allen. If her tears and nails and apology require such scorn, doesn’t it suggest a degree of desperation and fear in the scornful? After spending time with those clothes, those images, the 19th-century etiquette manuals and Elizabethan document “enforcing the status of apparel” on materials that were restricted according to class, I sense an ancient anxiety that the barriers these judgers rely on for structure might be disappearing. The risk being then, that their houses would simply crumble. Email Eva at e.wiseman@observer.co.uk or follow her on Twitter @EvaWiseman"
2016-11-23T10:21:27Z,Seven 'migrants' rescued in boat in Folkestone harbour,"Seven people, thought to be migrants, were rescued in a boat in Folkestone harbour in the early hours of Wednesday morning after at least three began suffering from hypothermia. The small boat they were sailing in was found in the harbour after a distress call was made while it was out at sea. It is believed the boat reached the shore without assistance. Kent police said they were called to the scene just after 5.30am because of concerns about the boat. They said: “The Coastguard coordinated a search for the boat which was located at Folkestone harbour and seven suspected migrants were also found.” The Maritime and Coastguard Agency said a search-and-rescue operation had been launched after a call was received from a boat reporting that people on board were unwell. A spokesman said: “A boat with seven people on board, including three with suspected hypothermia, was then found.” The recovered boat was a small red and black rib (rigid-hulled inflatable boat) with an outboard motor, according to the BBC reporter Simon Jones. The South East Coast ambulance service was also called. “The matter has been passed to Home Office immigration enforcement,” the statement from Kent police added. The Home Office has yet to comment. Speaking to Kent Online, a spokesman for the Kent coastguard said: “There are seven people, possibly immigrants, all males. One was on shore, the others were in a boat. We are now trying to find out where they originated from.” Charlie Elphicke, the MP for Dover and Deal, said the incident highlighted the need to protect UK borders following the closure of the Calais refugee camp. He said: “This is yet another sign of the extreme lengths people will go to, risking their lives trying to break into Britain. Crossing the English Channel in a small boat as winter sets in is about as dangerous as it gets. “It’s clear that although the camp at Calais has been cleared, we now need to be more vigilant than ever. This incident underlines the need to ensure we scan our seas for people smugglers, protect our borders and to strengthen our intelligence effort with France.”"
2016-09-18T23:01:30Z,Theresa May to warn  UN of dangers of uncontrolled mass migration,"Theresa May is to tell the UN general assembly of the dangers of “uncontrolled mass migration” as it meets in New York to discuss how to help more than 21 million refugees around the world. The prime minister will call for a different global approach to migration aimed at “reducing today’s unmanaged population movement” as world leaders gather for the general assembly and a separate summit hosted by Barack Obama. At the UN, May will argue that it is not in the interests of the migrants to be exposed to exploitation and danger as they cross borders, nor the interests of the countries they are leaving, travelling through or seeking to reach. She will say that mass population movements reduce resources and popular support for refugees. Her arguments appear to echo those made by David Cameron’s government, which targeted most of its aid to refugees in countries bordering war zones, in contrast to Germany’s approach of accepting hundreds of thousands of people who had journeyed across Europe. It does, however, leave the door open for the UK to accept more refugees straight from camps, who have not embarked on journeys across seas and borders. May will propose three measures: helping refugees to claim asylum in the first safe country they reach; a better distinction between refugees and economic migrants; and the right of all countries to control their borders, along with a responsibility to stop uncontrolled migration flows. Speaking before the general assembly, May said: “We cannot simply focus on treating the symptoms of this crisis, we need to address its root causes too.” The gathering comes as May faces criticism in the UK for failing to do enough to help refugees and demands to improve the UK’s pledge to settle 20,000 people from Syria over four years. Last week, the former archbishop of Canterbury Rowan Williams was one of 200 religious leaders to call for more action, criticising the government’s response as “too slow, too low and too narrow”. David Miliband, the head of the International Rescue Committee, said this weekend that May should use the summit to promise that the UK will resettle more refugees. “Frankly, the UK should be saying we’ll take 20,000 or 25,000 a year, so four times the current level, 25 refugees per parliamentary constituency rather than just six, because countries like Canada are already doing that,” he said. “So I think the UK could do more on the refugee resettlement side to match the frankly exemplary performance that the UK has on international humanitarian aid.” Yvette Cooper, the chair of Labour’s refugee taskforce, called on May to speed up the government’s pledge to resettle 20,000 Syrians – setting a 2018 target rather than 2020 – and offer more help to those fleeing the war. She urged the prime minister to resettle 500 unaccompanied child refugees from the Calais camp and ensure that none were left by Christmas. “The prime minister must show leadership on the refugee crisis,” Cooper said. “She must go to this summit to galvanise international support for refugees and show that Britain can and will meet our commitments. Right now, the decisions parliament and our country have taken are being mired in red tape and government foot-dragging.” The UN summit on refugees and migrants comes as the outgoing secretary general, Ban Ki-moon, and Obama attempt to use their remaining time in office to try to make some headway on issue. The UK government has said it will support the New York declaration on refugees and migrants due to be adopted at the UN, which reaffirms humanitarian principles but has been criticised by campaign groups for lacking teeth. Human Rights Watch called the draft of the final document “a missed opportunity” and Amnesty International accused member states of stripping away any proposals of substance. On Tuesday, Obama will host a separate leaders’ summit which will attempt to raise money and secure concrete pledges from countries to accept higher numbers of refugees for resettlement. May is expected to announce additional humanitarian support for refugees from the government’s ring-fenced aid budget later this week, and further action to provide services and create jobs in host countries."
