Date,Title,Body
2016-12-01T13:35:01Z,Canada prepares for surge of Mexican immigrants after visa lift and Trump win,"Officials in Canada are readying for a potential surge in Mexican migrants, as a promise to scrap a visa requirement comes into effect amid uncertainty over Donald Trump’s promises to crack down on undocumented immigrants. From Thursday, Mexican visitors to Canada will no longer need visas. The move has left the government anticipating an increase in Mexican tourists and business travellers, a spokesperson for Canada’s immigration ministry said. The visa was put in place in 2009 by the previous Conservative government to address an increase in what it described as bogus refugee claims. But the timing of the visa lift – following on the heels of Trump’s vows to expel millions of illegal immigrants – has sparked concerns among officials that Canada could again see a substantial increase in Mexican asylum seekers, government sources told the Guardian. Between 2005 and 2008, Canadian officials said refugee claims from Mexico nearly tripled, making Mexico the number one source country for claims. Of the more than 9,400 claims filed by Mexicans in 2008, just 11% were accepted. The visa was embraced as a means of border control by the Conservative government. “The visa requirement I am announcing will give us a greater ability to manage the flow of people into Canada,” the then immigration minister Jason Kenney said in a statement. “In addition to creating significant delays and spiralling new costs in our refugee program, the sheer volume of these claims is undermining our ability to help people fleeing real persecution.” After the visa was introduced, the number of Mexican asylum seekers plunged – dropping to 120 in 2015 – but the Canadian government came under tremendous political pressure from Mexico to end the policy. In June, the government agreed to do so, in exchange for Mexico expanding its imports of Canadian beef. “This move will make it easier for our Mexican friends to visit Canada, while growing our local economies and strengthening our communities,” Justin Trudeau, Canada’s prime minister, said at the time. At the time, few had considered the possibility that Trump – who had vowed to build a wall along the shared border between the US and Mexico and deport millions of undocumented workers and illegal residents – would win the US election. If Trump carries through on those pledges, it could result in a substantial impact on Canada, said Toronto immigration lawyer Lorne Waldman. “It’s the lifting of the visa and the fact that Trump is going to take over, those two factors together are seen as a major pull factor attracting people to come to Canada.” He drew parallels with another wave of migrants that headed north in recent years. “After 9/11, when there was a significant crackdown in the United States on Muslims, there was a significant number of people who came across the border from the United States into Canada at that time.” Others disputed whether the visa lift and Trump presidency would result in a substantial increase in Mexican migrants to Canada. “I imagine there will be some increase, perhaps to numbers similar to before the Great Recession hit,” said César Cuauhtémoc of the University of Denver Sturm College of Law. “The reality, however, is that many Mexicans have strong reasons – family ties and longstanding economic relationships are two of the most prominent – to set their sights on the United States despite the difficult path to lawful migration.” Net migration from Mexico to the US has dropped over recent years, thanks to tougher enforcement on the border and a relatively stable jobs market. But Trump’s election victory – and his promises to tear up existing trade agreements and impose stiff import duties – have caused the peso to plunge and sparked fears of an economic crisis in Mexico. Canada’s minister of immigration, refugees and citizenship has downplayed any concerns, arguing that the visa lift will yield deeper ties between Canada and Mexico and boost tourism. “We are very happy to welcome more Mexican tourists to this country and to accept the jobs that go along with that,” John McCallum recently told the House of Commons. “Of course we knew there were risks. There are risks when you do anything.” The government will continue to closely monitor migration from Mexico, he said, and could move to reinstate the visa if it sees a spike in the number of Mexican asylum seekers. “There would come a point where a visa could be reimposed,” he said. “Canada retains its sovereignty on this issue. There comes a point where it would become unsustainable, but we are hoping that point will not arrive.”"
2016-10-18T06:00:31Z,Survey finds 70% of migrants arriving in Europe by boat trafficked or exploited,"More than 70% of migrants travelling overland through north Africa to Europe have become victims of human trafficking, organ trafficking and exploitation along the way, according to the UN’s International Organisation for Migration (IOM). The IOM’s surveys of migrants arriving in Europe by boat reveal that nearly three-quarters of those interviewed show strong indicators of having been trafficked or exploited for profit by criminals at some point on their journey. Nearly half of all those questioned (49%) reported being held in a location against their will, often for ransom. The majority of these cases occurred in Libya. Half of migrants said they had worked without pay, with many being threatened with weapons by an employer or labour broker. Others said that forced labour was the only way of being freed from captivity or securing a place on a boat to Europe. The surveys also revealed an emerging trend of organ and blood trafficking: 6% of all respondents reported that they had experience of someone being forced to give blood against their will or while captive, or of organs being used as payment for parts of the journey. According to the surveys, men are more likely to have fallen victim to human trafficking than women, although the IOM did not ask specific questions about forced prostitution or trafficking for sexual exploitation. The surveys also show that the longer someone is in transit, the more vulnerable they are to being exploited or trafficked, with migrants who spent six months or more journeying to Europe three times more likely to have fallen prey to criminal exploitation than those who were in transit countries for less than two weeks. The IOM spent 10 months gathering data from more than 9,000 migrants (pdf – NB, this shows data for just three months) on the central and eastern Mediterranean routes. As well as collecting information on the prevalence of forced labour and organ trafficking, the surveys also asked about marriage, and forced marriage, while in transit. Fewer than 1.5% of respondents said they had received an offer of marriage in exchange for money along the route. On the eastern Mediterranean route – where migrants travel overland via Turkey and Greece – 14% of migrants reported signs of human trafficking and exploitation. About 6% reported being held against their will, 7% said they worked without pay. As many as 4% said they were forced into work against their will, most of these instances occurring in Turkey. Incidents of organ and blood trafficking were reported in Turkey, Greece, Albania, Macedonia and Serbia. The IOM said its surveys are the first attempt to quantify the prevalence, scale and frequency of labour and other forms of human trafficking on the major migrant routes. “What these surveys show is that human trafficking networks are becoming brutal and efficient at exploiting and making profit from the vulnerability of migrants,” says Simona Moscarelli, anti-trafficking expert at the IOM. “There is still very little real recognition of the scale of this business or just how much money is being made from the misery and labour of people fleeing war or poverty.” Kevin Hyland, the UK’s independent anti-slavery commissioner, said that the surveys provide further evidence that the migration crisis is being used by human trafficking networks to target and exploit the most vulnerable. “There is a need for urgent action to protect these people,” he says. “I believe that a key focus for the UK and other governments must include collaborating with partners to prioritise safeguarding against the risks of modern slavery as part of the response to the migration and refugee crisis.”"
2016-11-28T15:06:06Z,Refugee comedy is German box office sensation,"A comedy about the refugee crisis has become Germany’s biggest homegrown film of the year. According to the Hollywood Reporter, Willkommen bei den Hartmanns (Welcome to the Hartmanns) – which follows a well-to-do woman’s decision to take in an African refugee – has broken the $20m barrier at the German box office. This puts it some distance ahead of the second-placed Der Geilste Tag (The Most Beautiful Day) as the most successful German language film of 2016 at the domestic box office. Willkommen bei den Hartmanns stars Senta Berger as retired headteacher Angelika and Belgian actor Eric Kabongo as Diallo, the Nigerian she meets in a refugee shelter. Angelika’s decision to offer him a home triggers a series of life-changing events in her family. The film makes an explicit reference to Angela Merkel’s decision in 2015 to welcome large numbers of refugees into Germany. Angelika’s husband, resistant to her plans, at one point says: “It’s enough for Frau Merkel to invite the entire third world into our country – we’re not going to do the same in our home as well.” The film’s director is Simon Verhoeven, Berger’s son with Michael Verhoeven, award-winning director of the 1990 film The Nasty Girl (and no relation to Dutch director Paul Verhoeven)."
2016-11-30T04:57:50Z,Coalition's secret visa plan 'risks increasing violent extremism',"A secret Coalition plan to create a class of provisional visas with less access to social services may undermine resettlement of refugees, reduce social cohesion and increase the risk of violent extremism, according to a leaked government document. Speaking at question time, Malcolm Turnbull acknowledged the authenticity of the “protected” document, first revealed by Fairfax Media on Wednesday, and said the leak had been referred to the Australian federal police. The minute dated 23 November, prepared for the Department of Social Services (DSS) secretary, Finn Pratt, records a meeting with immigration officials at which DSS raised numerous concerns with the plan. Consideration of the proposal began on 1 March when the national security committee of cabinet agreed to a “new simplified visa framework”. The minute said the immigration minister, Peter Dutton, was seeking cabinet agreement for a new system with eight types of visas. It discusses a visa change proposal including a “provisional visa system”, and warns that removing or altering the social safety net for those under this system may impact social cohesion and productivity. “DSS is concerned that the proposed reforms risk undermining Australia’s social cohesion and potentially increase the risk factors that may lead to violent extremism,” it said. DSS is working with the immigration department “on costing six options for access to social security payments and identifying associated savings and social impacts”. In the document, DSS recommended that “humanitarian entrants be excluded from any social security changes”, indicating that the proposal under consideration is to alter or remove social security payments or services from visa holders including refugees. It said delayed access to welfare would be harmful to the most vulnerable migrants, such as refugees and those who experienced domestic violence. Social security support was “key to [the] successful long-term settlement” of people on humanitarian visas, it said. The note said the immigration department had begun engaging with other departments on the plan “which will reframe temporary, provisional and permanent migration and citizenship”. But it noted DSS’s concern that “changing the longstanding national narrative to one which treats all migrants with suspicion does not best leverage migrants’ willingness and potential to contribute”. DSS argued that people who opted for a “provisional pathway to permanence” are not the same as temporary residents and should receive “better treatment in terms of payments and supports than those not making any ongoing commitment to Australia”. The minute noted DSS’s concern the proposed timeline for the reform is “too short”. It said that savings may be “not as significant” as the immigration department expected, but the costs would be “huge”. Asked about the document in question time, Turnbull said it was “not a cabinet document” but it was a document “exchanged between bureaucrats” that dealt with matters “to be submitted to cabinet”. “The secretary, Mr Pratt, is conducting an investigation,” he said. Turnbull said the leak should be referred to the AFP then, after question time was delayed by 15 minutes by a noisy and well-coordinated protest by refugee activists, he added he was advised it had now been referred. The Greens immigration spokesman, Nick McKim, said the proposed visa changes discussed in the document are “deeply xenophobic” and a continuation of Dutton’s “attack on multiculturalism in Australia”. “This is nothing less than a blueprint to return our country to the divisive days of the White Australia Policy,” he said. Revelation of the proposed plan comes two weeks after Dutton said it was a “mistake” for Malcolm Fraser to let in certain groups of refugees in the 1970s, later specifying Lebanese Muslims in particular. During the election, Dutton controversially suggested that migrants were illiterate and would take Australian jobs. Senior government figures including Turnbull and deputy Liberal leader, Julie Bishop, defended the remarks, arguing the immigration minister was simply acknowledging the high cost of resettlement services including English classes."
2016-11-30T04:57:50Z,Coalition's secret visa plan 'risks increasing violent extremism',"A secret Coalition plan to create a class of provisional visas with less access to social services may undermine resettlement of refugees, reduce social cohesion and increase the risk of violent extremism, according to a leaked government document. Speaking at question time, Malcolm Turnbull acknowledged the authenticity of the “protected” document, first revealed by Fairfax Media on Wednesday, and said the leak had been referred to the Australian federal police. The minute dated 23 November, prepared for the Department of Social Services (DSS) secretary, Finn Pratt, records a meeting with immigration officials at which DSS raised numerous concerns with the plan. Consideration of the proposal began on 1 March when the national security committee of cabinet agreed to a “new simplified visa framework”. The minute said the immigration minister, Peter Dutton, was seeking cabinet agreement for a new system with eight types of visas. It discusses a visa change proposal including a “provisional visa system”, and warns that removing or altering the social safety net for those under this system may impact social cohesion and productivity. “DSS is concerned that the proposed reforms risk undermining Australia’s social cohesion and potentially increase the risk factors that may lead to violent extremism,” it said. DSS is working with the immigration department “on costing six options for access to social security payments and identifying associated savings and social impacts”. In the document, DSS recommended that “humanitarian entrants be excluded from any social security changes”, indicating that the proposal under consideration is to alter or remove social security payments or services from visa holders including refugees. It said delayed access to welfare would be harmful to the most vulnerable migrants, such as refugees and those who experienced domestic violence. Social security support was “key to [the] successful long-term settlement” of people on humanitarian visas, it said. The note said the immigration department had begun engaging with other departments on the plan “which will reframe temporary, provisional and permanent migration and citizenship”. But it noted DSS’s concern that “changing the longstanding national narrative to one which treats all migrants with suspicion does not best leverage migrants’ willingness and potential to contribute”. DSS argued that people who opted for a “provisional pathway to permanence” are not the same as temporary residents and should receive “better treatment in terms of payments and supports than those not making any ongoing commitment to Australia”. The minute noted DSS’s concern the proposed timeline for the reform is “too short”. It said that savings may be “not as significant” as the immigration department expected, but the costs would be “huge”. Asked about the document in question time, Turnbull said it was “not a cabinet document” but it was a document “exchanged between bureaucrats” that dealt with matters “to be submitted to cabinet”. “The secretary, Mr Pratt, is conducting an investigation,” he said. Turnbull said the leak should be referred to the AFP then, after question time was delayed by 15 minutes by a noisy and well-coordinated protest by refugee activists, he added he was advised it had now been referred. The Greens immigration spokesman, Nick McKim, said the proposed visa changes discussed in the document are “deeply xenophobic” and a continuation of Dutton’s “attack on multiculturalism in Australia”. “This is nothing less than a blueprint to return our country to the divisive days of the White Australia Policy,” he said. Revelation of the proposed plan comes two weeks after Dutton said it was a “mistake” for Malcolm Fraser to let in certain groups of refugees in the 1970s, later specifying Lebanese Muslims in particular. During the election, Dutton controversially suggested that migrants were illiterate and would take Australian jobs. Senior government figures including Turnbull and deputy Liberal leader, Julie Bishop, defended the remarks, arguing the immigration minister was simply acknowledging the high cost of resettlement services including English classes."
2016-12-17T20:17:56Z,TUC and businesses urge Theresa May to act on rights of migrants,"British business and the trade union movement have made an unprecedented joint demand to Theresa May to guarantee immediately the rights of European Union migrants to remain in the UK, warning that further uncertainty will inflict serious damage on the British economy. In a strongly worded letter to the prime minister, the British Chambers of Commerce (BCC), representing companies with a combined workforce of 5 million employees, and the TUC say that more delays will be bad for business, families, local communities, and public services, such as the NHS. At an EU summit in Brussels last week, May told EU leaders that she wanted a decision about the rights of 3.2 million EU citizens living in the UK, as well as the more than a million UK residents in other EU states, to be made as soon as possible – but only after formal talks are triggered in March next year. However, in their letter sent to Downing Street on Saturday, the BCC and TUC demand that May “demonstrate leadership” with a “bold move” now that will end the worry and uncertainty for millions of people, and for companies, whose futures have been thrown into doubt by the 23 June Brexit vote. The BCC and TUC say that many EU citizens are already leaving the UK and more will follow unless a decision is made imminently. They say that migrants should no longer be used as bargaining chips in Brexit negotiations, but instead be given “the reassurance we would expect to be shown to UK citizens across the Continent”. In their letter, BCC director general Adam Marshall and TUC general secretary Frances O’Grady say: “The business communities and workers we represent across the United Kingdom share a deep and abiding concern for the rights of EU citizens currently living and working in this country.” They write: “Today, we urge you to break the deadlock – and give an unequivocal commitment that EU citizens working here will have a permanent right to remain in the UK. “We recognise that this would be a bold unilateral move, particularly before the start of a complex Brexit negotiation. But it is the right move for these workers, for the businesses that employ them, for the Exchequer, and for the UK economy as a whole. “It would also send a clear signal to our colleagues and to our European friends that Britain is committed to doing the right thing. Securing EU citizens’ right to remain would provide much-needed certainty for businesses, working people, their families and local communities. “In addition, the government must hold to account the small number of unethical employers who exploit migrant workers to undercut pay and conditions of employment.” So far, the government has stuck to its line that it will not guarantee the rights of European Union migrants in this country until those of British citizens in other EU states are also confirmed. O’Grady told the Observer: “This uncertainty is hugely worrying for working people and their families who have made Britain their home. “It’s the right thing to do. But it’s also about what is right for Britain, too. Continued doubt about the status of workers from the rest of the EU is bad for business, and it puts services like the NHS at risk. “The government must also crack down on the minority of employers who exploit migrants and undercut wages in the local community.” Marshall said: “Business communities across the UK are deeply frustrated that ministers have declined to guarantee the residence rights of their EU employees and colleagues. Some firms are already losing key members of their staff as a result of this avoidable uncertainty.” According to the Office for National Statistics, 2.1 million EU nationals were employed in the UK in the first quarter of 2016 – 224,000 more than in the same period in 2015."
2016-10-20T20:15:10Z,Sonita review – a refugee's dreams of superstardom,"Like many other 18-year-old girls, spirited Sonita Alizadeh wants to be a star and rap about her life. In her dreams, Michael Jackson and Rihanna are her parents and she’s free to pursue her recording career. In reality, as revealed in this wrenching, delicately told documentary, she’s a refugee from Afghanistan living in exile in Tehran, whose while her family back home are arranging to sell her off in matrimony for $9,000. If she won’t go along with the plan, they will beat her until she does, like the families of so many of her friends at the Tehran centre for refugee girls. Her mother is willing to give her a six-month stay of execution if someone like the centre or even the film-makers themselves – like so many Iranian films, this one also operates on a meta level – agree to pay $2,000. Despite the fact it’s illegal for women to sing in public in Iran, eventually Sonita makes a video of one of her songs with help from director Rokhsareh Ghaemmaghami, and that changes the whole story. What’s especially laudable is that the film never oversells her talent: there are scenes of recording industry professionals coolly assessing her work, and telling her she has a lot to learn. But the kid is a force of nature, and it’s impossible not to be swept along by the powerful tide of her story."
2016-12-20T17:07:31Z,Refugees plead with Germans: don't suspect all of us,"Refugees in Berlin have pleaded with their host nation to avoid placing migrants under a blanket of suspicion after police commandos raided their shelter, which had been home to a man arrested over Monday night’s truck attack on a crowded Christmas market. “We are of course worried,” said Ibrahim Sufi, 26, a Syrian living in hangar 7 at the former Tempelhof airport, an imposing structure built by Adolf Hitler to showcase Nazi might and now being used to house migrants. “We are worried about how the German public will view us after this terrorist attack. My message to the Germans is: ‘Don’t suspect everybody, don’t generalise.’” He tucked his hands into his red jacket to keep warm on the freezing morning. Refugees were accosted by dozens of journalists looking for information about Monday night’s police operation, carried out after the attack that killed 12 people. Some kept their eyes to the ground as they left the huge hangars and sped away to language lessons, waving their arms to fend off reporters. “We woke up to shouts in German around 3.30 in the morning,” said Afghan refugee Safihullah, 21, who lives in hangar 6, which was raided by police. “We had no idea what was happening. Security guards told us to stay in. Later they told us there had been a police raid. They said nothing else.” Ali Muhammed, a Syrian who stayed at Hangar 5, said he had slept at a nearby metro station because there had been too much noise at the shelter overnight. “There are many problems here,” he said, including “fighting over food and drink”. Mohammed Jankhan, 23, from Afghanistan, said he recognised the man police initially identified as the prime suspect when he was shown a photograph by the press. Jankhan said had seen the man at Tempelhof over the last three months, that he spoke Farsi and kept himself to himself. “He was a normal guy”. The influx of more than a million migrants into Germany this year and last, mainly Muslims fleeing countries such as Syria, Iraq and Afghanistan, has hardened public views on immigration and weakened support for the chancellor, Angela Merkel. It has also fuelled xenophobia. Authorities in Berlin say they recorded 59 attacks on refugee shelters in the city last year and 48 so far this year. “We have nothing to do with this crime,” said Ammar Wazzaz, a 45-year-old refugee from the Syrian city of Idlib. “I hope that what this person did won’t tarnish the reputation of refugees like us, who are very grateful to Germany.” Yaser, a 32-year-old refugee from Syria, said he became dejected when he read about the attack on Facebook. “We fled this kind of terrorism and it is following us here,” he said. Reuters contributed to this report"
2016-12-09T01:49:10Z,"Migrant women isolated and vulnerable to domestic abuse, study finds","Australia’s largest study into family violence against migrant women has found they are already isolated by visa restrictions and language barriers, and vulnerable to being controlled by their abusers. The two-year Aspire project – a joint effort by the University of Melbourne, the Multicultural Centre for Women’s Health and the University of Tasmania – took in the experiences of 46 immigrant and refugee women, from more than 20 countries, who had survived family violence. Twenty-six focus groups with 223 men and women were held for the study, and nearly 60 workers from family violence, settlement, and the law and justice sectors were interviewed. Cathy Vaughan, of the University of Melbourne’s Centre for Health Equity, who led the study, said many of the women could not work or access social security or health services because of visa restrictions. In many cases, their isolation would be manipulated by their partners, who would forbid them from learning English or how to drive, or choose to live in remote areas. The women also reported extensive financial abuse and coercion over their immigration status. “The process of migration is often associated with isolation because you’re dislocated,” Vaughan told Guardian Australia. ‘That’s compounded when you don’t speak the language of the country that you’re moving to and if you’re completely dependent on someone who sponsored your visa in particular, they’ve got a lot more control in that relationship.” One woman had not been allowed to leave her home for three years, said Vaughan. “She didn’t even know where she lived, let alone who to contact for help,” she said. Another woman arriving in Australia for an arranged marriage was taken to a house in the northern suburbs of Melbourne, where the only people she knew were her partner and his family. Within days, she was experiencing severe violence, including being choked. Many of the women were completely dependent on their partner, which made it very difficult for them to leave the relationship, said Vaughan. The cultural backgrounds of abusers varied – some were Anglo-Australians. A bill amending the Migration Act to prevent serious family violence offenders from sponsoring a partner to come to Australia is currently before the Senate. The immigration minister, Peter Dutton, said it was a “very significant first step in protecting potentially vulnerable visa applicants from the risk of domestic violence”. But Vaughan said, even if the amendment passed, under-reporting of family violence indicated there would still be at-risk women coming to Australia on partner visas. “These men entice women here with false promises and then expect what is essentially domestic servitude,” she said. “Some women end up victims of extreme physical and sexual violence as well – they are essentially brought out here as slaves.” Few women were aware of family violence prevention programs or response services, which were broadly found to be under-resourced and in high demand. Some of those who did seek help reported problems communicating and accessing information, even with the use of interpreters. One woman sought help at a family violence service, telling the interpreter that her husband punched her and made her beg for money. But the interpreter did not translate her words accurately, instead telling her, “You bring shame on our community. I will tell your family you were here.” Many women reported feeling dismissed, disbelieved, blamed and discriminated against by police officers. Adele Murdolo, the executive director of the Multicultural Centre for Women’s Health, hoped the findings would prompt community services, and state and federal governments to act decisively to ensure that prevention programs were inclusive and culturally appropriate. Some of the women involved in the study were given cameras to document their work in combating family violence. An exhibition of photographs taken opened in Tasmania on Wednesday and in Melbourne on Friday."
2016-11-07T07:42:49Z,"Somali migrants are 'disaster' for Minnesota, says Donald Trump","Donald Trump on Sunday warned darkly of the danger posed by Somali migrants in Minneapolis, a deeply segregated city that has the largest Somali-American community in the US. “Here in Minnesota, you’ve seen first-hand the problems caused with faulty refugee vetting, with very large numbers of Somali refugees coming into your state without your knowledge, without your support or approval,” the Republican nominee told a rally in the solidly Democratic state, two days before the presidential election. He then claimed: “Some of them [are] joining Isis and spreading their extremist views all over our country and all over the world.” “Everybody’s reading about the disaster taking place in Minnesota,” he added, before claiming, falsely: “You don’t even have the right to talk about it.” Trump has made warnings about refugees a staple of his stump speech, though he has most commonly targeted Syrians fleeing the five-year civil war that has devastated their country. Three Somali Americans, two US citizens and one a lawful resident, pleaded guilty in June to trying to join the terror group Islamic State, or Isis. Law enforcement officials have said that more than 30 young men from Minnesota have left the county to join Isis or al-Shabaab, which operates in east Africa. According to the 2010 census, more than 85,000 Somali Americans lived in the US with the largest concentration living in the Twin Cities. Despite integration campaigns by the community – a former refugee is poised to win office as a state lawmaker, for instance – the area remains one of the most racially segregated in the US. The Republican nominee has said he would bar refugees from settling in places without the approval of local governments. A federal court ruled against Trump’s running mate, Indiana governor Mike Pence, in October, when he tried to block Syrian refugees from settling in his state. In that decision, judge Richard Posner said Pence’s actions were discriminatory, and “the equivalent of his saying (not that he does say) that he wants to forbid black people to settle in Indiana not because they’re black but because he’s afraid of them, and since race is therefore not his motive he isn’t discriminating”. In Minneapolis on Sunday, Trump said blocking refugees would be “the least [government] can do for you”. “You’ve suffered enough in Minnesota,” he said, “and we will pause admissions from terror-prone regions until a full security assessment has been performed and until a proven vetting mechanism has been established.” The US has some of the strictest vetting procedures in the world, requiring multiple stages of interviews with security agencies, background and health checks, and the process can last two years. Trump has not specified which countries he would bar migration from, nor many details of what he calls “extreme vetting”. Trump argued that these methods would prevent terror attacks in the US, citing “the recent terrorist attack in St Cloud”. In that Minnesotan city, in September, a 20-year-old Somali American man stabbed eight people in a mall, before being fatally shot by a police officer. The next day, leaders of the Somali community condemned the attack and the FBI said it was investigating it as a “potential act of terror”. It released few details. “It’s horrible what they’re doing and if you want people to pour in Minnesota all you have to do is vote for Hillary Clinton,” Trump said on Sunday. Somali Americans have become a target for domestic terrorists. In September, three members of a militia group were arrested for allegedly plotting to bomb an apartment building in Garden City, Kansas, with a number of Somali-American residents and where one apartment was used as a mosque. The three men arrested could face life in prison. According to the FBI complaint filed against the suspects, the men called themselves “the Crusaders” and Muslims “cockroaches”, and said that they wanted to “wake people up” with “a bloodbath”. This article was amended on 7 November 2016 to clarify that Garden City, Kansas, was the location of the apartment building that was the target of an alleged bomb plot, not the location of the three members of a militia group arrested over the plot."
2016-11-04T15:05:46Z,"French police move 4,000 people out of Paris migrant camp","French authorities have cleared nearly 4,000 people from Paris’s biggest makeshift migrant camp, insisting those moved would be given shelter, food and support, and helped with asylum applications. In a pre-dawn operation, police sealed off the sprawling ad-hoc shanty town of tents and cardboard shelters that stretches for almost 1,000 metres (3,300ft) from under the arches of the Stalingrad Métro bridge. A fleet of 80 buses took men, women, children and groups of unaccompanied minors out of the area. The operation was organised jointly by the state and Paris city authorities. Officials said families and those considered vulnerable would be housed in and around the capital, while lone male migrants would be taken to reception centres around the country. Humanitarian organisations said people were not being told where they were going and that they feared for those not eligible for asylum in France. However, those who jostled to board buses seemed relieved – even happy – to be going. “It would be good to know where we are being taken, but it will be better than sleeping here,” said one woman, who did not wish to be named. The loudest protests came from French campaigners, who shouted insults at police and City Hall chiefs, but the evacuation passed off without violence. Earlier in the week, fights had broken out as tensions rose. Hundreds of CRS riot police carrying shields and batons had arrived at the ad hoc camp at about 6am. They found the camp’s occupants waiting for them. Word had already gone around that the camp would be broken up in an early-morning operation, and many of those living on the street, among them Afghans, Eritreans, Sudanese and Ethiopians, had packed their few belongings into battered suitcases and plastic bags. Some even folded up their tents and stood waiting, duvets draped around their shoulders to keep out the morning chill. The scene was already bleak; then it began to rain. Locals and humanitarian organisations handed out baguettes and biscuits to women and toddlers, who were given priority on the buses. Marine, 28, an actor living nearby, said she had been visiting the Stalingrad camp for six months. “It wasn’t possible to just sit at home while there was all this misery around me. I felt I had to do something. Many of the migrants were people my own age and we formed a strong bond. Today, I’m afraid for them.” The mayor of Paris, Anne Hidalgo, turned up to support the clearance and spoke to a group of Eritrean teenagers, standing out of the rain in a bus shelter waiting to be evacuated. “Do you have houses for us?” one 16-year-old asked in broken English. The mayor reassured them they would be given a roof over their heads. Hidalgo said breaking up the squalid open-air camp was essential. Finding accommodation for the thousands camped at Stalingrad would enable the authorities to start with a clean slate and control the flow of new refugees in the French capital – estimated at 80 a day – in a “humane manner”, she added. A new reception centre will open in the north of Paris next week. “Paris attracts people, but the problem is one that the whole of France needs to deal with. We cannot have camps of this nature in the city. We cannot have people living in such dirty, undignified circumstances,” Hidalgo told the Guardian. “These people need a proper place to sleep. How on earth can refugees or migrants think about their futures if they’ve had no sleep, or been sleeping on the street, and have had nothing to eat. Once they have a roof over their heads, they can reflect on what they will do.” She also praised local residents for their “patience and solidarity”. Alain Guillo, who lives in the 18th arrondissement, said residents and refugees had existed in “deplorable health conditions” in recent months. The number of migrants living rough increased to a record number after the closure of the Calais camp last week. Despite about 30 attempts to move people on and clear the area in the last 18 months, they have always returned. “In the end, it grew so large that it was no longer a refugee camp in a district, it was a district inside a refugee camp. What we wanted was dignity for all: residents and refugees,” Guillo said."
2016-11-03T17:47:20Z,"After her arrest, the ‘Afghan Girl’ is once again a symbol of refugees’ plight | Steve McCurry","I first encountered Sharbat Gula in 1984, in Pakistan, when she was an orphan living in a refugee camp just outside of Peshawar with her grandmother and siblings. One of the photographs I took of her became known around the world as Afghan Girl. She became the face of refugees for many years. Today, more than three decades later and despite having one of the most famous faces on the planet, Sharbat Gula is still a displaced person – one who is now facing up to 14 years in prison for the same reasons that brought her to a refugee camp all those years ago. With her arrest last week for living illegally in Pakistan and her current imprisonment, she is now being made into a symbol of unwanted migrants around the world. Gula is one of the estimated 3 million Afghan refugees who currently reside in Pakistan. A widow and an orphan, she has lived in the country virtually all her adult life. She has endeavoured to raise her four children alone. She represents all the brave women and men who will endure any pain and hardship to protect the most precious thing they have – their children. Last week authorities from Pakistan’s Federal Investigation Agency raided her apartment and arrested her for allegedly having false identity documents. She could face deportation, prison and fines of up to $5,000. Her bail has been denied. I find Gula’s treatment by the authorities impossible to understand. They seem to want to humiliate her, and appear to have gone out of their way to treat her with disrespect. Hundreds of thousands of other Afghan refugees face the same situation. The United Nations Refugee Agency has estimated there are 1 million unregistered Afghans living in Pakistan. Gula’s situation is not unique, and in the media circus of the past week it seems she has already been tried and found guilty in the court of public opinion. The strength of the picture I took, its success, has to do with Sharbat Gula and her expression: her eyes and their gaze, that fierce look of dignity and determination. It’s an honour to be the photographer who took that iconic picture. It has stood the test of time, which is a testament to the picture, but mostly to Gula herself. Seventeen years later, I went looking for her and was reunited with her, and it was extraordinary. I was thrilled that she was still alive. Gula didn’t know that her picture had been published all over the world, but in time she understood. She did remember that I took her picture that day because it was the first time in her life that she had been photographed. The second time was when I was reunited with her. That fact reminds me of what one of her relatives told CBS News this week, that she is a “simple, illiterate lady” who may not understand legal documents. For over a decade, she didn’t realise that millions of people knew her face. Gula’s relative said that she was set to return to her father’s village in Afghanistan this summer, but had been delayed because of the supposed presence of Islamic State elements nearby. The raid on her home last week was, I believe, politically motivated. Many believe she was targeted. As her face once symbolised the hopes of countless refugees, the image of her post-arrest mugshot circulated last week was meant to instil fear into other refugees – and to turn the minds of others against the migrant population. When I first saw that arrest shot, I was saddened by the apparent attempt to humiliate and debase her; but at the same time, I saw that same gaze I first glimpsed decades ago in the Nasir Bagh refugee camp, when an orphan girl stared back at my lens with a proud, haunted look. Sharbat Gula’s face, now older, is once again a symbol of the refugee’s plight."
